5    , , 
6    , ,49
7    , ,28
8    , , 
9    ,22, 
10    , , 
11    ,2, 
12    , , 
13    ,2, 
14    , , 
15    ,12, 
16    , , 
17    ,1, 
18    ,31, 
19    , , 
20    , , 
21    , , 
22    , , 
23    , , 
0    , , 
