5    , , , 
6    , , ,16 53
7    , , ,39
8    ,24, , 
9    ,17, , 
10    ,2, , 
11    ,2, , 
12    ,2, , 
13    ,2, , 
14    ,2, , 
15    ,17, , 
16    ,2, , 
17    ,7 43, , 
18    ,13 37, , 
19    ,8, , 
20    ,6, , 
21    , ,32, 
22    , , , 
23    , , , 
0    , , , 
