5    ,45
6    ,47
7    ,54
8    ,40
9    ,37
10    , 
11    ,3
12    , 
13    ,3
14    ,37
15    , 
16    ,17
17    ,1
18    ,19
19    ,6
20    ,16
21    , 
22    , 
23    , 
0    , 
