5			
6			
7	,36		,6,54
8	,43	,31	
9		,26	
10		,26	
11		,26	
12		,26	
13		,26	
14		,26	
15		,26	
16		,26,41	
17		,39,54	
18		,20	
19		,19	
20			
21			
22			
23			
24			
